INSTNM,CITY,STABBR,ZIP,ADM_RATE_ALL,ADMCON7,SAT_AVG,ACTCM25,ACTCM75,OPENADMP,PCTFLOAN_DCS,PCTPELL_DCS,FTFTPCTFLOAN,UGDS,UGDS_MEN,UGDS_WOMEN,UG25ABV,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,PAR_ED_PCT_1STGEN,FAMINC,MD_FAMINC,PCT_BORN_US,UNEMP_RATE,COSTT4_A,COSTT4_P
The University of Texas at El Paso,El Paso,TX,79968-0691,0.99923758696273,5.0,982.0,16.0,22.0,2.0,0.2844,0.5856,0.1984,20123.0,0.4483,0.5517,0.2093,0.0407,0.018,0.8782,0.0059,0.0017,0.0009,0.0078,0.0368,0.0099,12750,12118,0.4063639794,32992.568563,23733,72.1299972534179,5.01999998092651,19344.0,
The University of Texas at Tyler,Tyler,TX,75799-6699,0.9387346120813,5.0,1114.0,19.0,24.0,2.0,0.3283,0.3717,0.2839,6568.0,0.3806,0.6194,0.2509,0.5161,0.1076,0.2602,0.0467,0.0037,0.0003,0.0385,0.0192,0.0076,12640,12500,0.3912268188,50129.177273,33582.5,93.4800033569336,3.53999996185302,22535.0,
Texas Chiropractic College Foundation Inc,Pasadena,TX,77505-1699,,,,,,,,,,,,,,,,,,,,,,,PS,PS,,,,85.0100021362304,3.75,,
Texas Christian University,Fort Worth,TX,76129,0.56102982033709,5.0,1307.0,26.0,31.0,2.0,0.2554,0.1232,0.2818,10510.0,0.3832,0.6168,0.0339,0.6551,0.0429,0.1695,0.0226,0.0018,0.001,0.0416,0.0483,0.0171,19500,18500,0.2040586246,109988.24839,73000,89.2300033569336,2.83999991416931,71425.0,
Texas College,Tyler,TX,75702,,,,,,1.0,0.5746,0.6361,0.4551,642.0,0.595,0.405,0.2066,0.0171,0.8769,0.0748,0.0016,0.0016,0.0,0.0,0.028,0.0,19500,23000,0.4511082138,26461.874862,18562,87.6500015258789,4.78999996185302,21437.0,
University of North Texas Health Science Center,Fort Worth,TX,76107-2699,,,,,,,,,,5.0,0.6,0.4,,0.2,0.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,PS,PS,PS,PS,PS,88.0500030517578,3.30999994277954,,
Texas Lutheran University,Seguin,TX,78155-5999,0.91825613079019,5.0,1116.0,20.0,27.0,2.0,0.6212,0.3574,0.6795,1307.0,0.4805,0.5195,0.0953,0.4124,0.0972,0.4246,0.0099,0.0031,0.0,0.0375,0.0015,0.0138,14750,14000,0.3554216867,74734.477401,62200,89.9199981689453,3.22000002861023,45182.0,
The University of Texas Permian Basin,Odessa,TX,79762-0001,0.94711864406779,5.0,1011.0,16.0,21.0,2.0,0.3322,0.3604,0.2318,4060.0,0.3872,0.6128,0.3191,0.2687,0.0751,0.5387,0.016,0.003,0.003,0.0232,0.0631,0.0094,12285,12343,0.4621125144,49704.483157,34856,89.6500015258789,4.07999992370605,22113.0,
The University of Texas at San Antonio,San Antonio,TX,78249-1644,0.86898476067825,5.0,1111.0,19.0,26.0,2.0,0.4374,0.4374,0.4603,29112.0,0.4776,0.5224,0.1588,0.1957,0.0814,0.6076,0.0566,0.0011,0.0015,0.0341,0.0133,0.0086,15000,15000,0.388502455,52852.472217,36359.5,86.5400009155273,3.38000011444091,21660.0,
Texas Southern University,Houston,TX,77004,0.96795618736891,5.0,922.0,15.0,19.0,2.0,0.6444,0.6954,0.6682,6830.0,0.3489,0.6511,0.1877,0.007,0.8449,0.0807,0.0085,0.0013,0.001,0.0344,0.0165,0.0056,16500,15500,0.3879505924,31007.671831,22141,82.120002746582,5.03999996185302,24679.0,
Texas Tech University,Lubbock,TX,79409-5005,0.6733615819209,5.0,1198.0,23.0,28.0,2.0,0.4404,0.2581,0.4037,32346.0,0.5083,0.4917,0.0691,0.5454,0.0599,0.2905,0.0315,0.0033,0.0007,0.0421,0.0169,0.0096,16000,14380,0.3237946777,72431.106815,51321,90.8899993896484,3.02999997138977,27249.0,
Texas Wesleyan University,Fort Worth,TX,76105-1536,0.60926006057983,5.0,1025.0,14.0,21.0,2.0,0.5634,0.5179,0.6298,1549.0,0.4713,0.5287,0.1437,0.2234,0.2195,0.3635,0.0148,0.0032,0.0013,0.04,0.1168,0.0174,14000,13000,0.4829612221,40082.836879,27493,87.5599975585937,3.36999988555908,43598.0,
Texas Woman's University,Denton,TX,76204,0.93631622289322,5.0,1041.0,17.0,23.0,2.0,0.4371,0.432,0.4588,8876.0,0.0842,0.9158,0.2321,0.2899,0.1867,0.3614,0.0943,0.0034,0.0007,0.0372,0.0186,0.0079,14000,13857,0.4157868276,45407.034319,32124,86.3600006103515,3.27999997138977,20019.0,
Trinity University,San Antonio,TX,78212-7200,0.30506848120038,5.0,1390.0,29.0,33.0,2.0,0.2921,0.1602,0.3484,2491.0,0.4665,0.5335,0.0091,0.5375,0.0409,0.2413,0.0767,0.0016,0.0008,0.0442,0.0478,0.0092,19500,19500,0.1736842105,106897.33108,84259,87.8000030517578,2.85999989509582,63684.0,
The University of Texas Health Science Center at Houston,Houston,TX,77030,,,,,,,0.6569,0.4467,,554.0,0.1354,0.8646,0.4628,0.2004,0.1372,0.296,0.2906,0.0,0.0018,0.0253,0.009,0.0397,12500,12500,0.4071588367,52555.101167,34136.5,82.4899978637695,3.42000007629394,,
Texas Tech University Health Sciences Center,Lubbock,TX,79430,,,,,,,0.4765,0.2334,,1448.0,0.1319,0.8681,0.4292,0.509,0.0967,0.3156,0.0587,0.011,0.0,0.0,0.0041,0.0048,12399,11250,0.4322766571,60173.98906,45987.5,90.6999969482422,3.19000005722045,,
Tyler Junior College,Tyler,TX,75701,,,,,,1.0,0.2571,0.4585,0.2739,9045.0,0.3617,0.6383,0.2034,0.4578,0.1825,0.2612,0.0129,0.0052,0.0007,0.0454,0.0182,0.0159,6500,6000,0.4549507709,35780.602381,27160,92.8300018310547,3.83999991416931,16240.0,
Universal Technical Institute of Texas Inc.,Houston,TX,77073,,,,,,1.0,0.5983,0.5632,0.7842,1845.0,0.9496,0.0504,0.1916,0.1425,0.0856,0.3241,0.0098,0.0038,0.0011,0.0531,0.0,0.3799,11188,12000,0.5657443403,45302.248652,29403,88.5299987792968,3.50999999046325,,24601.0
UCAS University of Cosmetology Arts & Sciences-McAllen,McAllen,TX,78504,,,,,,1.0,0.3556,0.5397,0.2353,124.0,0.0323,0.9677,0.6839,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6122,5500,0.6725146199,19179.10989,14312.5,70.1999969482422,6.53000020980835,,18202.0
Vernon College,Vernon,TX,76384-4092,,,,,,1.0,0.3007,0.3863,0.3728,1937.0,0.3449,0.6551,0.3465,0.5307,0.0692,0.2969,0.0253,0.0083,0.001,0.0434,0.0026,0.0227,6975,7103,0.4644412192,35731.953224,25710.5,93.7699966430664,3.02999997138977,13316.0,
Victoria Beauty & Barber College,Victoria,TX,77901-6233,,,,,,1.0,0.6944,0.7014,0.7818,94.0,0.0851,0.9149,0.4536,0.2447,0.1489,0.5426,0.0,0.0106,0.0,0.0532,0.0,0.0,PS,PS,0.5038167939,22225.35119,11643.5,94.370002746582,3.21000003814697,,17475.0
Victoria College,Victoria,TX,77901,,,,,,1.0,0.0887,0.4224,0.065,2346.0,0.3103,0.6897,0.3121,0.3065,0.0661,0.578,0.0196,0.0034,0.0009,0.0171,0.0013,0.0072,7638,5768,0.5084067254,29564.420261,22254.5,94.2099990844726,3.13000011444091,10922.0,
Vogue College of Cosmetology-McAllen,McAllen,TX,78501-1945,,,,,,1.0,0.5501,0.5768,0.8095,305.0,0.0361,0.9639,0.4015,0.0721,0.0328,0.882,0.0,0.0,0.0,0.0098,0.0,0.0033,6333,6500,0.6790830946,20921.798687,14099,,,,30130.0
Wayland Baptist University,Plainview,TX,79072,0.69717772692601,3.0,,,,2.0,0.6369,0.4079,0.9257,2138.0,0.4804,0.5196,0.5777,0.3134,0.1623,0.3573,0.0201,0.0037,0.037,0.0379,0.0262,0.0421,15625,14461,0.4545973729,41946.46611,32295,91.3099975585937,3.44000005722045,34453.0,
Weatherford College,Weatherford,TX,76086-5699,,,,,,1.0,0.1913,0.3158,0.1813,3604.0,0.3196,0.6804,0.2262,0.6451,0.0325,0.2486,0.0133,0.0072,0.0025,0.0266,0.0017,0.0225,7128,5500,0.4874264312,36928.212993,27894,94.4100036621093,3.06999993324279,14900.0,
West Texas A & M University,Canyon,TX,79016-0001,0.91629392971246,5.0,1050.0,18.0,23.0,2.0,0.3628,0.4678,0.7683,6828.0,0.4096,0.5904,0.2128,0.5218,0.0448,0.3377,0.0176,0.0053,0.0015,0.0237,0.012,0.0356,12500,13225,0.39375,55356.64143,42482,92.1699981689453,3.38000011444091,22672.0,
Western Texas College,Snyder,TX,79549,,,,,,1.0,0.0482,0.2375,0.0211,487.0,0.5667,0.4333,0.0965,0.3676,0.0637,0.4189,0.0,0.0041,0.0,0.0185,0.1273,0.0,5500,5500,0.4800995025,44283.325482,33609,95.1500015258789,3.05999994277954,11535.0,
Wharton County Junior College,Wharton,TX,77488,,,,,,1.0,0.1999,0.2991,0.2713,4757.0,0.4244,0.5756,0.1655,0.2474,0.115,0.4665,0.1535,0.0015,0.0015,0.0135,0.0004,0.0008,5500,5500,0.426873385,43046.705732,31645,84.8300018310547,3.73000001907348,10303.0,
Wiley University,Marshall,TX,75670,,,,,,1.0,0.603,0.7368,0.5673,698.0,0.4914,0.5086,0.2842,0.0946,0.8338,0.0387,0.0014,0.0129,0.0,0.0,0.0186,0.0,17927,13166,0.4155672823,24266.302378,19123,92.6800003051757,5.44000005722045,20235.0,
Bridgerland Technical College,Logan,UT,84321,,,,,,1.0,0.0,0.112,0.0,1271.0,0.6397,0.3603,0.3427,0.8175,0.0071,0.1204,0.0118,0.0055,0.0,0.0126,0.0,0.0252,PS,PS,0.3560209424,24114.400485,20891.5,93.4899978637695,3.56999993324279,,8964.0
Brigham Young University,Provo,UT,84602,0.6667298039587,5.0,1376.0,27.0,32.0,2.0,0.1075,0.3239,0.0818,31411.0,0.4802,0.5198,0.0712,0.8081,0.0042,0.0793,0.0177,0.0022,0.0069,0.0448,0.0289,0.0079,9000,8000,0.1379568885,59069.908336,46790,90.8099975585937,3.34999990463256,19819.0,
Brigham Young University-Hawaii,Laie,HI,96762-1294,0.34212305611899,1.0,1126.0,19.0,26.0,2.0,0.1139,0.1566,0.1368,2716.0,0.405,0.595,0.2198,0.2548,0.0033,0.0534,0.0361,0.0029,0.0641,0.0924,0.493,0.0,5666,5417,0.191904048,54040.139501,39517,84.9199981689453,3.66000008583068,21369.0,
Cameo College of Essential Beauty,Murray,UT,84107,,,,,,1.0,0.3092,0.3394,0.5882,298.0,0.0201,0.9799,0.3136,0.4966,0.0268,0.4195,0.0134,0.0134,0.0168,0.0134,0.0,0.0,5481,5500,0.4965034965,34949.055901,24995,,,,
Collectiv Academy,Sandy,UT,84094,,,,,,1.0,0.8403,0.4874,0.8105,88.0,0.0114,0.9886,0.2143,0.8409,0.0114,0.0909,0.0,0.0,0.0,0.0455,0.0,0.0114,PS,PS,PS,29305.55814,15000,90.6999969482422,3.03999996185302,,18614.0
Davis Technical College,Kaysville,UT,84037-2699,,,,,,1.0,0.0,0.1072,0.0,2272.0,0.6219,0.3781,0.2843,0.7394,0.0185,0.1677,0.0092,0.0128,0.0053,0.0286,0.0,0.0185,PS,PS,0.3582089552,24018.348993,20391,94.0100021362304,3.63000011444091,,10085.0
Utah Tech University,Saint George,UT,84770-3876,,,,,,1.0,0.2547,0.3479,0.2511,8606.0,0.4065,0.5935,0.1206,0.7462,0.0187,0.1327,0.0124,0.0091,0.013,0.0454,0.0182,0.0042,7500,6500,0.3900029061,47180.118435,35331,94.1999969482422,3.29999995231628,18982.0,
Evans Hairstyling College-Cedar City,Cedar City,UT,84720,,,,,,1.0,0.1724,0.1954,0.25,69.0,0.058,0.942,0.0984,0.8406,0.0,0.1304,0.0,0.0145,0.0145,0.0,0.0,0.0,PS,PS,PS,35551.479167,24656,95.5500030517578,3.41000008583068,,17088.0
Evans Hairstyling College-St George,Saint George,UT,84770,,,,,,1.0,0.0,0.1325,0.0,66.0,0.0758,0.9242,,0.8485,0.0152,0.0909,0.0152,0.0152,0.0152,0.0,0.0,0.0,PS,PS,PS,30515,28429,92.4599990844726,3.49000000953674,,12842.0
Paul Mitchell the School-Salt Lake City,Holladay,UT,84117,,,,,,1.0,0.4419,0.4628,0.6842,328.0,0.1433,0.8567,0.4309,0.6037,0.0366,0.2073,0.003,0.0,0.0183,0.0244,0.003,0.1037,7500,8426,0.4757505774,38111.017308,24829.5,89.5500030517578,3.25999999046325,,17287.0
Eagle Gate College-Murray,Murray,UT,84123-6965,,,,,,1.0,0.7544,0.5018,0.7368,248.0,0.1048,0.8952,0.6678,0.5847,0.0524,0.1653,0.0323,0.0282,0.0363,0.004,0.0,0.0968,17116,29442,0.5258126195,30222.907767,22815,89.4800033569336,3.67000007629394,33644.0,
Ensign College,Salt Lake City,UT,84101-3500,,,,,,1.0,0.0363,0.1405,0.0554,4047.0,0.4636,0.5364,0.5896,0.3837,0.0086,0.0376,0.0106,0.004,0.0084,0.0188,0.1591,0.3692,3500,3500,0.2960325534,39035.384986,27046,90.0899963378906,3.30999994277954,13494.0,
Ogden-Weber Technical College,Ogden,UT,84404-4089,,,,,,1.0,0.0,0.1546,0.0,1925.0,0.5771,0.4229,0.3246,0.6743,0.0218,0.253,0.014,0.0047,0.0042,0.0255,0.0,0.0026,PS,PS,0.4698795181,22596.239826,19303.5,92.620002746582,4.30999994277954,,7462.0
Snow College,Ephraim,UT,84627,,,,,,1.0,0.6569,0.3886,0.6992,3654.0,0.4658,0.5342,0.0657,0.7165,0.0375,0.1152,0.0033,0.006,0.0192,0.0257,0.0744,0.0022,4500,4394,0.3255159475,49563.473986,41939,94.4300003051757,3.49000000953674,11847.0,
Southern Utah University,Cedar City,UT,84720,0.83850296176628,3.0,,,,2.0,0.2311,0.3344,0.215,9089.0,0.4333,0.5667,0.2438,0.7328,0.0169,0.0716,0.0131,0.0106,0.0101,0.0128,0.047,0.0852,8250,7000,0.3208985158,52281.385171,41064,94.7799987792968,3.42000007629394,19869.0,
Uintah Basin Technical College,Roosevelt,UT,84066,,,,,,1.0,0.0,0.0409,0.0,286.0,0.6503,0.3497,0.1385,0.8042,0.007,0.1084,0.007,0.0629,0.0,0.0105,0.0,0.0,PS,PS,PS,20787.42,14137,98.4599990844726,5.07999992370605,,
Utah State University,Logan,UT,84322-1400,0.93727052087871,5.0,1187.0,20.0,27.0,2.0,0.2276,0.3221,0.1814,20573.0,0.4522,0.5478,0.1396,0.8264,0.0074,0.0636,0.0086,0.0145,0.0032,0.0233,0.0061,0.0469,10000,8750,0.2835781742,55518.884205,42950.5,93.5699996948242,3.56999993324279,20770.0,
Utah Valley University,Orem,UT,84058-5999,,,,,,1.0,0.1433,0.378,0.1185,26961.0,0.524,0.476,0.1995,0.7759,0.0118,0.1305,0.0129,0.005,0.0064,0.038,0.0115,0.008,9500,8250,0.2721558768,46899.527217,31983,92.3000030517578,3.16000008583068,14855.0,
Salt Lake Community College,Salt Lake City,UT,84123,,,,,,1.0,0.1059,0.2627,0.0858,17290.0,0.463,0.537,0.2749,0.594,0.0289,0.2499,0.0392,0.0075,0.0121,0.0421,0.015,0.0114,4500,3946,0.3962683801,35839.276327,27276,89.5899963378906,3.29999995231628,11662.0,
University of Utah,Salt Lake City,UT,84112-9008,0.89127752467729,5.0,1236.0,22.0,29.0,2.0,0.225,0.2232,0.1877,25392.0,0.5177,0.4823,0.1548,0.6329,0.0144,0.1407,0.0785,0.0035,0.0044,0.0595,0.057,0.0091,14003,13618,0.2944091683,57205.346769,38625,90.7099990844726,3.17000007629394,18891.0,
Weber State University,Ogden,UT,84408-1001,,,,,,1.0,0.1857,0.318,0.1454,15540.0,0.4231,0.5769,0.1922,0.7254,0.0197,0.1366,0.019,0.0048,0.0071,0.0382,0.0169,0.0322,10167,9000,0.3735113677,45660.240778,35841,93.4199981689453,3.65000009536743,16114.0,
Westminster University,Salt Lake City,UT,84105,0.69750566893424,5.0,1247.0,23.0,29.0,2.0,0.6988,0.2604,0.8144,955.0,0.3937,0.6063,0.1218,0.6963,0.0157,0.1277,0.0251,0.0,0.0073,0.045,0.0545,0.0283,19500,15750,0.2687747036,76867.218789,56805,90.8399963378906,3.15000009536743,54750.0,
Bennington College,Bennington,VT,05201-6003,0.45305248125669,5.0,1337.0,29.0,33.0,2.0,0.4939,0.2259,0.5394,733.0,0.3288,0.6712,0.0558,0.6276,0.0286,0.1023,0.0082,0.0055,0.0,0.0464,0.1555,0.0259,15750,19750,0.1260162602,99072.3125,75360.5,87.8499984741211,3.30999994277954,80648.0,
Castleton University,Castleton,VT,05735,0.80513643659711,5.0,1102.0,22.0,26.0,2.0,0.6817,0.3592,0.7326,1585.0,0.4612,0.5388,0.1101,0.8057,0.0448,0.0391,0.0177,0.0038,0.0,0.0246,0.0524,0.012,15500,14250,0.3450051493,77163.708948,66456,95.3099975585937,2.85999989509582,25878.0,
Champlain College,Burlington,VT,05401,0.55677233429394,5.0,1259.0,27.0,31.0,2.0,0.5003,0.2221,0.645,3031.0,0.6163,0.3837,0.4057,0.6991,0.06,0.096,0.0416,0.0036,0.0007,0.0419,0.0016,0.0554,19500,19761,0.3172011662,81158.048206,58876,93.2699966430664,2.76999998092651,61248.0,
Community College of Vermont,Montpelier,VT,05602,,,,,,1.0,0.0737,0.5074,0.0556,3219.0,0.2613,0.7387,0.4597,0.822,0.0329,0.0416,0.0214,0.0037,0.0006,0.0568,0.0115,0.0093,6000,5500,0.5074090705,31155.237927,23004,95.0699996948242,2.97000002861022,16838.0,
Goddard College,Plainfield,VT,05667-9432,0.85714285714285,3.0,,,,2.0,0.7671,0.6233,0.1667,105.0,0.3143,0.6857,0.8219,0.5619,0.0571,0.0286,0.0095,0.0,0.0,0.1524,0.0,0.1905,16625,17000,0.2907801418,32437.172185,17619,89.9000015258789,3.55999994277954,27933.0,
Northern Vermont University,Johnson,VT,05656-9464,0.72880237545364,3.0,,,,2.0,0.6447,0.4398,0.7206,1266.0,0.3649,0.6351,0.2662,0.7243,0.0521,0.0703,0.0039,0.0039,0.0,0.0355,0.0134,0.0964,14767,13399,0.4215552524,49487.737113,39363,94.9300003051757,2.75999999046325,25648.0,
Middlebury College,Middlebury,VT,05753,0.12693020382952,5.0,1502.0,33.0,35.0,2.0,0.2147,0.1498,0.25,2751.0,0.4675,0.5325,0.0028,0.5609,0.0542,0.1203,0.0727,0.0011,0.0,0.0705,0.1138,0.0065,11217,11950,0.2157258065,94718.951763,57882,86.8399963378906,3.16000008583068,78820.0,
Norwich University,Northfield,VT,05663-1035,0.82614807872539,5.0,,,,2.0,0.494,0.2455,0.7025,2706.0,0.7306,0.2694,0.2125,0.6722,0.048,0.027,0.031,0.0033,0.0015,0.1186,0.0639,0.0344,17500,17750,0.2363090773,83351.843927,67624.5,91.7200012207031,2.95000004768371,62955.0,
O'Briens Aveda Institute,Williston,VT,05495,,,,,,1.0,0.5327,0.4393,0.6441,70.0,0.0286,0.9714,0.4222,0.8714,0.0714,0.0286,0.0,0.0143,0.0,0.0143,0.0,0.0,PS,PS,0.5494505495,39617,27935,94.3799972534179,3.02999997138977,,28783.0
Saint Michael's College,Colchester,VT,05439,0.85148514851485,5.0,1253.0,27.0,30.0,2.0,0.5435,0.1958,0.5886,1200.0,0.4708,0.5292,0.0176,0.8308,0.0283,0.055,0.0142,0.0017,0.0,0.025,0.0417,0.0033,21500,21500,0.1171875,127091.82576,111919.5,93.1100006103515,2.67000007629394,65051.0,
SIT Graduate Institute,Brattleboro,VT,05302-0676,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,22815.833333,25113,89.7099990844726,3.09999990463256,,
Sterling College,Craftsbury Common,VT,05827-0072,0.92857142857142,3.0,,,,2.0,0.4444,0.4352,0.5294,86.0,0.3953,0.6047,0.2381,0.7209,0.0233,0.0698,0.0465,0.0,0.0,0.0581,0.0465,0.0349,15500,12125,PS,50393.700935,27616,92.0400009155273,2.97000002861022,52300.0,
Vermont Law and Graduate School,South Royalton,VT,05068-0096,,,,,,,,,,,,,,,,,,,,,,,PS,PS,PS,PS,PS,90.7300033569336,3.23000001907348,,
Vermont State University,Randolph,VT,05061,0.49784946236559,3.0,,,,2.0,0.6015,0.353,0.7174,1112.0,0.4424,0.5576,0.4555,0.8435,0.0306,0.0198,0.0171,0.0054,0.0,0.0441,0.0306,0.009,11000,11617,0.3808948005,55360.192351,42873,95.5100021362304,2.82999992370605,29460.0,
University of Vermont,Burlington,VT,05405-0160,0.59789619926565,5.0,1358.0,28.0,32.0,2.0,0.41,0.1437,0.4649,11326.0,0.3633,0.6367,0.0431,0.8352,0.0093,0.0474,0.0273,0.0004,0.0001,0.0373,0.0115,0.0315,19000,16750,0.1151121606,112888.02591,92817,91.6800003051757,2.78999996185302,35179.0,
Paul Mitchell the School-Roanoke,Roanoke,VA,24015,,,,,,1.0,0.698,0.5973,0.9,106.0,0.0283,0.9717,0.3738,0.6792,0.1038,0.0472,0.0283,0.0,0.0,0.066,0.0,0.0755,PS,PS,0.4,31935.023438,18877.5,96.7399978637695,3.08999991416931,,18898.0
Advanced Technology Institute,Virginia Beach,VA,23462,0.70234986945169,3.0,,,,2.0,0.3519,0.3712,0.4403,459.0,0.8889,0.1111,0.4936,0.4575,0.3115,0.1176,0.0131,0.0109,0.0044,0.0458,0.0044,0.0349,12000,12000,0.4173913043,33108.325062,24670,93.9100036621093,2.97000002861022,24136.0,
Averett University,Danville,VA,24541,0.76032702237521,5.0,1026.0,16.0,22.0,2.0,0.6947,0.425,0.7225,1121.0,0.5263,0.4737,0.2038,0.4897,0.2819,0.0446,0.0152,0.0089,0.0036,0.0482,0.0767,0.0312,16018,17565,0.3755102041,54227.402967,40149,94.1999969482422,3.13000011444091,50240.0,
Blue Ridge Community College,Weyers Cave,VA,24486-0080,,,,,,1.0,0.0725,0.4362,0.0829,2624.0,0.3998,0.6002,0.2354,0.6643,0.0655,0.1406,0.021,0.0023,0.0011,0.0366,0.0137,0.0549,6500,6500,0.4760900141,34039.464628,24958,95.4199981689453,2.74000000953674,15657.0,
Bluefield University,Bluefield,VA,24605,0.630081300813,3.0,,,,2.0,0.7302,0.4968,0.7478,615.0,0.5366,0.4634,0.1964,0.5691,0.2049,0.0423,0.0033,0.0049,0.0,0.0211,0.0195,0.135,13000,12000,0.4250411862,48148.905918,38217,96.5100021362304,2.96000003814697,41528.0,
Bridgewater College,Bridgewater,VA,22812-1599,0.90358612580834,5.0,1127.0,22.0,28.0,2.0,0.6466,0.3065,0.6457,1379.0,0.4815,0.5185,0.0091,0.6708,0.1182,0.074,0.0131,0.0007,0.0022,0.0631,0.0218,0.0363,18500,15000,0.320212766,81777.919323,71045.5,94.3899993896484,2.38000011444091,53800.0,
William & Mary,Williamsburg,VA,23187-8795,0.33499198319234,5.0,1465.0,32.0,34.0,2.0,0.2334,0.1279,0.2539,6778.0,0.4171,0.5829,0.0141,0.5987,0.0586,0.0903,0.1132,0.0009,0.0007,0.0651,0.0429,0.0297,15000,15750,0.1316695353,114454.08841,96498,89.5699996948242,2.60999989509582,40624.0,
Regent University,Virginia Beach,VA,23464,0.3233652883102,5.0,1150.0,19.0,25.0,2.0,0.6164,0.53,0.5051,4281.0,0.3857,0.6143,0.5538,0.4683,0.2609,0.1068,0.0173,0.0044,0.0042,0.0432,0.0051,0.0897,10530,11849,0.4198855508,38934.090093,28090.5,91.4700012207031,3.32999992370605,29448.0,
Central School of Practical Nursing,Norfolk,VA,23502,,,,,,1.0,0.0,0.3438,0.0,21.0,0.0952,0.9048,0.4,0.0,0.9524,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,PS,PS,PS,21970.676471,15882,,,,11162.0
Central Virginia Community College,Lynchburg,VA,24502-2498,,,,,,1.0,0.0451,0.5613,0.0375,2040.0,0.3931,0.6069,0.2431,0.6029,0.2368,0.0495,0.0108,0.0059,0.0,0.0681,0.0069,0.0191,5803,4545,0.4324142569,29162.38115,22173,97.3899993896484,3.04999995231628,11433.0,
Christopher Newport University,Newport News,VA,23606-3072,0.85352719439956,5.0,1199.0,22.0,29.0,2.0,0.3798,0.1443,0.3824,4442.0,0.4649,0.5351,0.0123,0.7395,0.0799,0.0759,0.0403,0.0007,0.0011,0.0504,0.0036,0.0086,20500,19500,0.181010929,109550.41204,97520.5,90.7200012207031,2.34999990463256,31162.0,
Bryant & Stratton College-Virginia Beach,Virginia Beach,VA,23462,,,,,,1.0,0.7406,0.6477,0.5856,1269.0,0.1978,0.8022,0.641,0.2553,0.5768,0.067,0.0158,0.0032,0.0016,0.0678,0.0008,0.0118,9500,10936,0.5378553335,21836.645641,15184,93.1100006103515,4.96999979019165,23060.0,
Mountain Gateway Community College,Clifton Forge,VA,24422-1000,,,,,,1.0,0.1703,0.5695,0.0965,448.0,0.3929,0.6071,0.1422,0.8058,0.0848,0.0402,0.0045,0.0045,0.0,0.0424,0.0022,0.0156,6753,5500,0.4938574939,37986.43319,28756,97.8600006103515,3.06999993324279,12202.0,
Danville Community College,Danville,VA,24541-4004,,,,,,1.0,0.0777,0.6235,0.0526,1290.0,0.3767,0.6233,0.2137,0.5209,0.3674,0.0558,0.0085,0.0047,0.0,0.0256,0.0054,0.0116,6288,5749,0.4956063269,24865.367164,17993.5,98.2600021362304,4.19999980926513,12399.0,
Eastern Virginia Medical School,Norfolk,VA,23507,,,,,,,,,,,,,,,,,,,,,,,PS,PS,,,,91.3799972534179,3.03999996185302,,
Centura College-Virginia Beach,Virginia Beach,VA,23452-7431,,,,,,1.0,0.5929,0.6283,0.9286,109.0,0.367,0.633,0.7434,0.2385,0.4679,0.1101,0.0183,0.0092,0.0,0.1468,0.0,0.0092,10213,9500,0.5207156309,19080.904412,14317,94.0599975585937,3.79999995231628,31764.0,
Emory & Henry University,Emory,VA,24327-0947,0.96853146853146,5.0,,,,2.0,0.6568,0.4271,0.6385,1080.0,0.4917,0.5083,0.0258,0.7278,0.1444,0.0333,0.013,0.0037,0.0037,0.0389,0.0102,0.025,17375,20344,0.2670565302,64755.489209,53147.5,96.2799987792969,2.80999994277954,52559.0,
Eastern Mennonite University,Harrisonburg,VA,22802-2462,0.99475524475524,3.0,,,,2.0,0.6004,0.321,0.6473,826.0,0.4153,0.5847,0.12,0.5956,0.1138,0.1029,0.0242,0.0012,0.0,0.046,0.0593,0.0569,16846,16250,0.3190661479,71293.289286,62190,94.0899963378906,2.61999988555908,53834.0,
Eastern Shore Community College,Melfa,VA,23410,,,,,,1.0,0.0,0.6387,0.0,409.0,0.3594,0.6406,0.2135,0.3667,0.3423,0.1687,0.0073,0.0073,0.0049,0.0416,0.0269,0.0342,PS,PS,0.6287128713,22823.750988,18597,95.9000015258789,4.42999982833862,11262.0,
Ferrum College,Ferrum,VA,24088-9000,0.84297520661157,5.0,1010.0,,,2.0,0.7948,0.5158,0.7222,780.0,0.6051,0.3949,0.0232,0.4808,0.1962,0.0641,0.0051,0.0038,0.0,0.0513,0.0231,0.1756,14342,13000,0.3884892086,52381.640998,35817.5,94.0599975585937,2.75999999046325,52268.0,
George Mason University,Fairfax,VA,22030-4444,0.90000499975001,5.0,1255.0,25.0,31.0,2.0,0.3657,0.3026,0.3997,26447.0,0.51,0.49,0.1833,0.3425,0.1194,0.1711,0.2307,0.0009,0.0011,0.0531,0.0499,0.0313,15751,15500,0.2998785917,64723.111853,44254,81.0100021362304,2.19000005722045,26268.0,
